65	1280
75	1460
85	1640
95	1810
110	2100
130	2430
150	2750
170	3180
190	3510
210	3830
230	4160
250	4590
270	4910
290	5240
310	5560
330	5780
350	6100
370	6420
390	6640
410	6960
430	7180
450	7500
470	7720
490	8040
510	8370
530	8580
550	8910
570	9120
590	9450
620	9770
660	9990
700	10310
740	10640
780	10960
820	11280
860	11500
900	11820
940	12150
980	12470
