12	4269	667	0
12	2039	747	0
12	1125	816	0
12	3387	948	0
12	266	988	0
12	943	1082	0
12	2165	1363	0
12	2725	1454	0
12	3880	1559	0
12	4131	1665	0
12	2355	1686	0
12	3036	1734	0
12	3212	1766	0
12	978	1801	0
12	1859	1849	0
12	3812	1943	0
12	2754	2008	0
12	273	2043	0
12	2723	2128	0
12	2793	2182	0
12	2199	2253	0
12	654	2317	0
12	153	2501	0
12	2551	2573	0
12	1913	2613	0
12	1002	2651	0
12	3694	2748	0
12	2099	2811	0
12	3064	2865	0
12	1926	2886	0
12	935	2990	0
12	2126	3008	0
12	2184	3057	0
12	1522	3084	0
12	3378	3113	0
12	4090	3125	0
12	3725	3170	0
12	1169	3317	0
12	980	3409	0
12	4170	3501	0
12	0	3550	0
12	390	3656	0
12	2538	3752	0
12	3279	3822	0
12	165	3923	0
12	2	3989	0
12	3189	4060	0
12	3722	4145	0
12	946	4248	0
12	1754	4288	0
12	3107	4336	0
12	3418	4423	0
12	3148	4438	0
13	3218	0	0
13	1779	34	0
13	1352	83	0
13	842	104	0
13	2945	138	0
13	2176	179	0
13	3123	212	0
13	845	270	0
13	846	280	0
13	58	317	0
13	1731	365	0
13	4161	495	0
13	311	561	0
13	3766	600	0
13	299	621	0
13	951	661	0
13	3167	714	0
13	4245	760	0
13	4185	811	0
13	4246	883	0
13	1582	944	0
13	1599	1028	0
13	2866	1077	0
13	926	1123	0
13	3660	1209	0
13	1593	1323	0
13	3141	1404	0
13	4129	1558	0
13	4389	1634	0
13	1753	1703	0
13	3110	1796	0
13	3546	1866	0
13	1500	1933	0
13	1694	2036	0
13	1498	2134	0
13	1950	2241	0
13	3012	2282	0
13	4322	2326	0
13	4390	2379	0
13	1945	2448	0
13	937	2525	0
13	3956	2541	0
13	938	2562	0
13	116	2593	0
13	2328	2681	0
13	3748	2710	0
13	3746	2726	0
13	415	2737	0
13	2664	2757	0
13	410	2770	0
13	3186	2792	0
13	3187	2810	0
13	1708	2825	0
13	2333	2847	0
13	1786	2863	0
13	2832	2885	0
13	2102	2921	0
13	154	2965	0
13	2201	2985	0
13	760	3008	0
13	3150	3042	0
13	2376	3055	0
13	726	3073	0
13	2807	3135	0
13	3765	3167	0
13	1203	3226	0
13	525	3269	0
13	4021	3353	0
13	1633	3398	0
13	3579	3437	0
13	2537	3481	0
13	2830	3543	0
13	2802	3590	0
13	2276	3622	0
13	2418	3698	0
13	725	3782	0
13	4142	3857	0
13	3601	3929	0
13	924	4003	0
13	428	4130	0
13	2558	4191	0
13	112	4231	0
14	845	270	0
14	274	304	0
14	2928	326	0
14	2546	338	0
14	1949	416	0
14	931	470	0
14	930	523	0
14	1023	560	0
14	932	589	0
14	3444	605	0
14	4161	623	0
15	2373	0	0
15	1410	24	0
15	1605	64	0
15	237	106	0
15	353	176	0
15	3825	227	0
15	3093	239	0
15	4330	297	0
16	2773	0	0
16	4285	131	144
16	3270	227	250
16	3277	270	297
16	4086	305	336
16	1942	345	380
16	2780	436	480
16	3500	513	564
16	2795	563	619
16	1479	611	672
16	150	656	722
16	774	711	782
16	2292	731	804
16	2991	772	849
16	1970	821	903
16	3389	909	1000
16	3314	970	1067
16	3496	994	1093
16	3499	1058	1164
16	3731	1098	1208
16	3768	1130	1243
16	904	1202	1322
16	724	1251	1376
16	649	1303	1433
16	3403	1324	1456
16	3498	1369	1506
16	620	1411	1552
16	3063	1436	1580
16	1882	1465	1612
17	112	0	0
17	1038	24	26
17	3941	40	44
17	3059	52	57
17	3094	74	81
17	3037	99	109
17	3068	123	135
17	2590	166	183
17	1430	203	223
17	3569	238	262
17	3580	306	337
17	1200	397	437
17	3076	442	486
17	4388	458	504
17	2878	473	520
17	1946	497	547
17	1307	525	578
17	3687	548	603
18	926	1123	0
18	1968	1229	0
18	1728	1298	0
18	4434	1359	0
18	785	1400	0
18	2789	1484	0
18	2716	1538	0
18	579	1589	0
18	2929	1638	0
18	2534	1668	0
18	1434	1697	0
18	3867	1729	0
18	1675	1774	0
18	1825	1796	0
18	4154	1850	0
18	3443	1895	0
18	4463	1914	0
18	3764	1991	0
18	2777	2046	0
18	3183	2070	0
18	1698	2104	0
18	2432	2152	0
18	1448	2180	0
18	3205	2201	0
18	2089	2259	0
18	1915	2314	0
18	3047	2377	0
18	388	2429	0
18	50	2451	0
18	2773	2475	0
18	3140	2563	0
18	2694	2652	0
18	3288	2706	0
18	169	2763	0
18	739	2831	0
18	3885	2911	0
18	3693	2945	0
18	4305	2987	0
18	1571	3038	0
18	1564	3080	0
18	1567	3119	0
18	2011	3162	0
18	525	3233	0
19	3443	0	0
19	4478	23	0
19	3904	42	0
19	3787	59	0
19	4120	70	0
20	3601	0	0
20	1376	38	42
20	2552	88	97
20	1412	112	123
20	293	144	158
20	3789	178	196
20	717	207	228
20	2704	283	311
20	3762	345	380
20	3651	400	440
20	880	442	486
20	4433	501	551
21	53	0	0
21	170	60	66
21	2605	97	107
21	910	115	127
21	3506	131	144
21	576	147	162
21	2851	168	185
21	4380	191	210
21	1759	211	232
21	2311	234	257
21	1129	270	297
21	2843	314	345
21	821	350	385
21	2604	466	513
21	776	486	535
21	445	510	561
21	2603	527	580
21	4077	558	614
22	2702	0	0
22	1296	13	0
22	91	20	0
22	883	30	0
22	542	36	0
22	555	47	0
22	2989	58	0
22	3079	63	0
22	2489	71	0
22	1190	88	0
22	744	99	0
22	3393	114	0
22	69	132	0
22	1255	158	0
22	3043	178	0
22	4481	197	0
22	3950	225	0
22	656	242	0
22	1380	260	0
22	4374	276	0
22	1792	287	0
22	873	303	0
22	2817	333	0
22	3363	354	0
22	3231	392	0
22	2090	435	0
22	2149	459	0
22	1503	489	0
22	3454	516	0
22	1569	572	0
22	1673	647	0
22	3156	694	0
22	3860	733	0
22	986	806	0
22	1676	881	0
22	2234	907	0
22	309	954	0
22	2271	1018	0
22	616	1095	0
22	887	1157	0
22	3737	1212	0
22	578	1271	0
22	1146	1316	0
22	1087	1355	0
22	4172	1418	0
22	3159	1466	0
22	3078	1518	0
22	2938	1578	0
22	1580	1633	0
22	2372	1673	0
22	1590	1715	0
22	2806	1767	0
22	2095	1820	0
22	2150	1854	0
22	2092	1882	0
22	1532	1929	0
22	320	1974	0
22	4233	2034	0
22	1027	2088	0
22	2258	2151	0
22	100	2218	0
22	1670	2267	0
22	3562	2324	0
22	1774	2369	0
22	4150	2407	0
22	2264	2466	0
22	3121	2503	0
22	148	2545	0
22	3832	2595	0
22	1123	2640	0
22	4005	2694	0
22	3611	2728	0
22	3433	2788	0
22	2533	2819	0
22	1667	2859	0
22	3642	2893	0
22	1014	2949	0
22	1700	2986	0
22	2104	3068	0
22	3390	3110	0
22	1405	3153	0
22	784	3201	0
22	3674	3231	0
22	2612	3277	0
22	515	3342	0
22	2473	3379	0
22	2944	3414	0
22	3982	3441	0
22	2353	3463	0
22	2921	3473	0
22	2319	3518	0
22	3395	3558	0
22	496	3599	0
22	4403	3622	0
22	1680	3635	0
22	1935	3652	0
22	3840	3752	0
22	144	3772	0
22	1981	3816	0
22	1063	3866	0
22	3854	3915	0
22	1689	3950	0
22	2454	4011	0
22	2313	4078	0
22	642	4115	0
22	2987	4162	0
22	300	4235	0
22	4297	4270	0
22	3259	4312	0
22	2025	4344	0
22	205	4378	0
22	381	4451	0
22	4267	4480	0
22	3531	4523	0
22	3796	4599	0
22	4420	4651	0
22	3912	4701	0
22	1131	4777	0
22	4441	4811	0
22	1392	4875	0
22	4118	4922	0
22	3262	5000	0
22	3263	5057	0
22	304	5114	0
22	3508	5168	0
22	2112	5186	0
22	3696	5215	0
22	4226	5251	0
22	507	5296	0
22	2323	5335	0
22	4162	5353	0
23	3179	0	0
23	1424	28	31
23	208	96	106
23	3597	230	253
23	4113	301	331
23	209	360	396
23	2554	427	470
23	1124	477	525
23	60	532	585
23	2044	555	611
23	872	584	642
24	3246	0	0
24	2916	34	37
24	3783	55	61
24	1711	73	80
24	4110	90	99
24	2107	103	113
24	1885	118	130
24	4108	175	193
24	2487	196	216
24	786	218	240
24	1133	243	267
24	805	258	284
24	3223	275	303
24	1110	295	325
24	3543	321	353
24	2486	342	376
24	2495	381	419
24	1917	400	440
24	4426	431	474
24	558	458	504
24	4423	484	532
24	1884	544	598
24	4424	617	679
24	1524	649	714
25	3611	0	0
25	1846	38	0
25	3126	69	0
25	59	146	0
25	359	212	0
25	2703	245	0
25	800	288	0
25	2298	348	0
25	4372	401	0
25	736	456	0
25	2398	499	0
25	75	561	0
25	2847	644	0
25	593	683	0
25	1196	750	0
25	4136	778	0
25	1912	818	0
25	4239	871	0
25	1445	890	0
25	590	919	0
25	3989	936	0
25	658	949	0
25	2383	970	0
25	2680	983	0
25	2679	1004	0
25	3926	1034	0
25	2241	1063	0
25	1840	1081	0
25	3417	1106	0
25	4119	1135	0
25	2345	1215	0
25	762	1269	0
25	1382	1308	0
25	122	1337	0
25	3675	1403	0
25	2154	1486	0
25	322	1542	0
25	592	1613	0
25	3861	1640	0
25	1152	1732	0
25	814	1803	0
25	3165	1858	0
25	534	1944	0
25	4339	1984	0
25	3933	2044	0
25	1214	2071	0
25	4296	2104	0
25	2086	2145	0
25	2217	2178	0
25	2524	2212	0
25	4215	2244	0
25	4337	2283	0
25	1764	2347	0
25	248	2398	0
25	866	2470	0
25	2236	2530	0
25	1245	2606	0
25	4022	2654	0
25	563	2719	0
25	855	2800	0
25	4471	2854	0
25	4365	2923	0
25	85	2987	0
25	2625	3058	0
25	1158	3083	0
25	738	3117	0
25	788	3189	0
25	559	3222	0
25	257	3236	0
25	3252	3275	0
25	1621	3330	0
25	1106	3384	0
25	4164	3451	0
25	1389	3494	0
25	3420	3554	0
25	2652	3603	0
25	2784	3655	0
25	3656	3722	0
25	3802	3795	0
25	2395	3849	0
25	3128	3881	0
25	3289	3935	0
25	2042	3977	0
25	824	4029	0
25	2096	4094	0
25	2239	4165	0
25	2606	4223	0
25	256	4272	0
25	2922	4320	0
25	881	4353	0
25	295	4407	0
25	3553	4471	0
25	2831	4498	0
25	1282	4534	0
25	1414	4566	0
25	2956	4621	0
25	2525	4672	0
25	2651	4734	0
25	2602	4788	0
25	2113	4806	0
25	53	4845	0
26	3420	0	0
26	3162	39	43
26	4082	61	67
26	1423	93	102
26	2813	112	123
26	1898	141	155
26	3425	180	198
26	3251	227	250
26	2421	245	270
26	86	261	287
26	506	291	320
26	867	399	439
26	2091	423	465
26	3831	447	492
26	2215	466	513
26	4106	509	560
26	4107	536	590
26	537	560	616
26	3720	579	637
26	4328	614	675
26	3600	669	736
26	3556	708	779
26	737	729	802
26	2765	760	836
26	1085	790	869
26	838	839	923
26	2316	860	946
26	1390	906	997
26	4112	933	1026
26	4105	974	1071
26	130	1038	1142
26	2974	1083	1191
26	1697	1110	1221
26	4111	1145	1260
26	2857	1169	1286
26	1453	1195	1315
26	1765	1257	1383
26	4109	1317	1449
26	2655	1341	1475
26	360	1389	1528
26	3291	1419	1561
26	3638	1447	1592
26	1282	1472	1619
27	824	0	0
27	3361	36	40
27	741	83	91
27	815	148	163
27	2216	173	190
27	1896	203	223
27	2829	223	245
27	2252	247	272
27	2818	292	321
27	2005	325	358
27	1102	372	409
27	4418	408	449
27	3250	427	470
27	4299	470	517
27	163	511	562
27	2509	578	636
27	4340	666	733
27	201	693	762
27	1745	733	806
27	63	769	846
27	3	819	901
27	3830	891	980
27	1442	919	1011
27	2360	932	1025
27	861	979	1077
27	3362	1020	1122
27	1660	1069	1176
28	4162	0	0
28	1209	28	31
28	4243	49	54
28	1215	99	109
28	1515	356	392
28	3835	436	480
28	3542	522	574
28	1253	615	677
28	3216	657	723
28	4421	735	809
28	3301	826	909
28	4133	870	957
28	3457	915	1007
28	1609	942	1036
28	2322	988	1087
28	4055	1021	1123
28	2342	1041	1145
28	2601	1113	1224
28	2808	1175	1293
28	4427	1286	1415
28	991	1308	1439
28	511	1336	1470
28	2954	1400	1540
28	1482	1418	1560
28	831	1452	1597
28	628	1492	1641
28	4394	1514	1665
28	1144	1575	1733
29	3611	0	0
29	4372	401	0
29	2398	499	0
29	75	561	0
29	1196	750	0
29	4239	871	0
29	2679	1004	0
29	1840	1081	0
29	4119	1135	0
29	762	1269	0
29	2154	1486	0
30	3262	0	0
30	3111	35	39
30	2177	64	70
30	987	83	91
30	2626	127	140
30	3317	159	175
30	517	217	239
30	4070	251	276
30	1065	312	343
30	3821	336	370
30	202	364	400
30	510	393	432
30	186	411	452
30	2722	460	506
30	43	503	553
30	508	538	592
30	3537	566	623
30	119	612	673
30	1156	654	719
30	4419	737	811
30	2827	796	876
30	3836	832	915
30	1691	865	952
30	1144	902	992
31	738	0	0
31	2691	51	56
31	1199	83	91
31	3655	104	114
31	2682	132	145
31	3676	149	164
31	4457	189	208
31	3241	237	261
31	890	264	290
32	2999	0	0
32	1319	61	0
32	2247	102	0
32	1212	139	0
32	2608	178	0
32	2841	215	0
32	2003	260	0
32	1069	303	0
32	1118	353	0
32	2855	391	0
32	3535	447	0
32	1813	480	0
32	3545	516	0
32	521	552	0
32	4117	594	0
32	3818	665	0
32	695	714	0
32	1595	783	0
32	440	826	0
32	686	875	0
32	1308	928	0
32	3686	959	0
32	3145	1010	0
32	1627	1054	0
32	155	1098	0
32	477	1157	0
32	1717	1201	0
32	1904	1232	0
32	597	1289	0
32	585	1334	0
32	2648	1394	0
32	3640	1460	0
32	3091	1511	0
32	184	1547	0
32	1373	1574	0
32	1843	1604	0
32	3383	1637	0
32	1807	1669	0
32	4147	1733	0
32	3986	1759	0
32	4295	1791	0
32	3624	1861	0
32	4123	1897	0
32	1690	1948	0
32	1197	1985	0
32	1360	2034	0
32	1714	2092	0
32	3008	2147	0
32	3098	2231	0
32	565	2289	0
32	560	2360	0
32	994	2407	0
32	562	2437	0
32	494	2502	0
32	3927	2518	0
32	2072	2584	0
32	1101	2617	0
32	200	2657	0
32	561	2690	0
32	85	2717	0
33	866	0	0
33	1384	36	40
33	566	54	59
33	4275	77	85
33	564	110	121
33	556	140	154
33	1035	168	185
33	1920	203	223
33	2237	228	251
33	1854	312	343
33	2450	355	391
33	71	536	590
33	3312	569	626
33	1969	596	656
33	1626	651	716
33	773	696	766
33	4162	756	832
34	1392	0	0
34	4217	21	23
34	710	52	57
34	3644	84	92
34	2471	121	133
34	4331	143	157
34	499	181	199
34	4449	203	223
34	4302	288	317
34	3730	352	387
34	4303	391	430
34	1588	443	487
34	1738	496	546
34	3530	516	568
34	33	534	587
34	4230	566	623
34	4337	611	672
35	2702	0	0
35	542	36	0
35	873	303	0
35	986	806	0
35	616	1095	0
35	2938	1578	0
35	2150	1854	0
35	1670	2267	0
35	3611	2728	0
35	2105	3068	0
35	2319	3518	0
35	3690	3950	0
35	1566	4162	0
35	381	4451	0
35	3913	4701	0
35	1392	4875	0
35	2177	5000	0
35	4162	5353	0
35	509	5664	0
35	3114	6010	0
35	3246	6319	0
35	1976	6680	0
35	2113	7137	0
36	381	0	0
36	3823	57	63
36	4422	137	151
36	518	175	193
36	4425	213	234
36	1613	233	256
36	2002	261	287
36	2286	306	337
36	2325	398	438
36	1713	434	477
36	4190	476	524
36	992	497	547
36	3000	553	608
36	1608	620	682
37	3801	0	0
37	4480	32	35
37	3176	62	68
37	4409	103	113
37	3924	136	150
37	4211	175	193
38	1689	0	0
38	1216	35	39
38	4458	62	68
38	3801	128	141
38	1040	171	188
38	1138	212	233
38	2350	237	261
38	305	279	307
38	4398	309	340
38	4467	359	395
38	3869	370	407
38	1897	383	421
38	652	424	466
38	954	447	492
39	51	0	0
39	2319	5	0
39	2629	13	0
39	4054	24	0
39	4412	32	0
39	3010	40	0
39	1705	56	0
39	3615	77	0
39	4405	86	0
39	2865	103	0
39	2410	126	0
39	1615	144	0
39	3065	152	0
39	3772	160	0
39	3386	172	0
39	4411	203	0
39	3841	232	0
39	2371	255	0
39	2667	273	0
39	4408	286	0
39	4399	308	0
39	2711	322	0
39	3177	334	0
39	4401	360	0
39	1103	376	0
39	4273	402	0
39	3449	416	0
39	4397	431	0
39	306	452	0
39	3721	466	0
39	4416	476	0
39	305	490	0
40	496	0	0
40	2200	25	0
40	4430	42	0
41	1689	0	0
41	1379	45	50
41	4414	66	73
41	3690	94	103
41	2597	121	133
41	3090	159	175
41	3360	191	210
41	3028	219	241
41	513	248	273
41	4284	258	284
41	1195	286	315
41	275	324	356
41	1271	388	427
41	2973	427	470
41	2972	449	494
41	2886	500	550
41	1799	553	608
41	62	611	672
41	2460	628	691
41	4135	656	722
41	862	695	765
41	582	715	787
41	2312	750	825
41	3412	810	891
41	2899	828	911
41	3979	892	981
41	2154	941	1035
42	2154	0	0
42	3820	75	83
42	588	106	117
42	2644	129	142
42	3691	170	187
42	2406	248	273
42	1473	311	342
42	1242	349	384
42	3995	389	428
42	184	430	473
43	1445	0	0
43	3371	31	34
43	598	65	72
43	586	95	105
43	594	110	121
43	3972	135	149
43	1820	153	168
43	3061	164	180
43	589	193	212
43	2004	223	245
43	157	243	267
44	2319	0	0
44	2707	32	0
44	1409	48	0
44	1444	65	0
44	2714	75	0
44	1539	86	0
44	1527	101	0
44	4400	127	0
44	187	152	0
44	4404	206	0
44	1544	237	0
44	1829	287	0
44	911	338	0
44	985	425	0
44	4257	487	0
44	2380	524	0
44	2477	549	0
44	590	580	0
45	2989	58	0
45	3894	70	0
45	3981	92	0
45	1408	110	0
45	188	135	0
45	1218	157	0
45	1120	176	0
45	3844	215	0
45	1438	236	0
45	3859	249	0
45	2189	265	0
45	1398	278	0
45	3959	303	0
45	1064	327	0
45	1387	350	0
45	167	371	0
45	2684	398	0
45	2815	432	0
45	3641	492	0
45	1870	513	0
45	570	564	0
45	3493	603	0
45	194	630	0
45	2624	696	0
45	1297	757	0
45	2399	822	0
45	288	858	0
45	3258	923	0
45	522	977	0
45	2787	1046	0
45	613	1093	0
45	68	1151	0
45	3937	1211	0
45	1094	1269	0
45	1893	1311	0
45	2699	1358	0
45	871	1432	0
45	3490	1478	0
45	3485	1527	0
45	901	1582	0
45	2211	1624	0
45	2396	1683	0
45	3992	1728	0
45	351	1774	0
45	830	1845	0
45	2934	1890	0
45	540	1936	0
45	318	2008	0
45	4316	2073	0
45	606	2108	0
45	486	2152	0
45	1512	2206	0
45	4364	2250	0
45	3465	2298	0
45	2250	2334	0
45	3557	2382	0
45	1454	2436	0
45	2465	2467	0
45	2779	2536	0
45	4376	2588	0
45	847	2637	0
45	3659	2695	0
45	2955	2744	0
45	4157	2793	0
45	940	2833	0
45	490	2882	0
45	3304	2927	0
45	1059	3002	0
45	2988	3069	0
45	2339	3128	0
45	1733	3172	0
45	2161	3214	0
45	1814	3269	0
45	4248	3318	0
45	3284	3360	0
45	4469	3410	0
45	791	3442	0
45	515	3495	0
46	27	0	0
46	2949	13	14
46	3105	31	34
46	21	65	71
46	15	113	124
46	3144	148	163
46	3001	168	185
46	4451	189	208
46	19	216	237
46	2710	260	286
46	13	297	326
46	25	333	366
46	1761	369	406
46	2426	396	435
46	20	415	456
46	18	437	480
46	24	454	499
46	3295	512	563
46	23	551	606
46	17	583	641
46	9	608	669
46	3780	636	699
46	12	700	770
46	26	732	805
46	8	754	829
46	14	809	890
46	10	839	923
46	2457	884	972
46	804	1092	1201
46	481	1156	1271
46	1183	1187	1305
46	689	1231	1354
46	548	1270	1397
46	696	1295	1424
46	4232	1316	1447
46	1624	1352	1487
47	486	0	0
47	57	48	53
47	894	103	113
47	675	183	201
47	1284	263	289
47	2942	367	404
47	965	401	441
47	1303	466	513
47	2261	499	549
47	794	543	597
47	492	587	646
47	3684	625	688
47	1121	695	765
47	4035	737	811
47	4134	798	878
47	1670	856	942
48	1670	0	0
48	1671	34	0
48	1355	79	0
48	96	118	0
48	3327	154	0
48	2885	208	0
48	2223	273	0
48	423	293	0
48	2297	310	0
48	1257	334	0
48	422	367	0
48	897	411	0
48	3328	512	0
48	3413	572	0
48	3555	600	0
48	27	646	0
48	2826	701	0
48	735	732	0
48	1934	751	0
48	631	775	0
48	16	795	0
48	1388	812	0
48	4258	911	0
48	902	972	0
48	966	1010	0
48	3161	1062	0
48	1193	1113	0
48	2734	1180	0
48	2809	1213	0
48	3510	1284	0
48	1137	1336	0
48	2607	1370	0
48	3886	1444	0
48	260	1486	0
48	3379	1525	0
48	1824	1556	0
48	3803	1584	0
48	1892	1619	0
48	1768	1657	0
48	1401	1675	0
48	2158	1700	0
48	3416	1728	0
48	2999	1756	0
49	2003	0	0
49	3066	30	0
49	1845	63	0
49	1594	93	0
49	2794	123	0
49	3297	158	0
49	2995	177	0
49	782	203	0
49	3415	223	0
49	2992	273	0
50	873	303	0
50	1545	647	0
50	3775	860	0
50	2373	1050	0
50	2228	1516	0
50	700	1992	0
50	651	2289	0
50	2894	2706	0
50	2640	2938	0
50	2992	3339	0
51	2373	0	0
51	2375	28	0
51	427	40	0
51	2187	73	0
51	1602	121	0
51	4183	177	0
51	2007	211	0
51	1953	275	0
51	2613	305	0
51	531	363	0
51	3137	414	0
51	1763	466	0
51	1208	537	0
51	3943	591	0
51	4313	627	0
51	2819	693	0
51	2627	801	0
51	694	874	0
51	484	911	0
51	700	942	0
51	286	1006	0
51	801	1046	0
51	2219	1056	0
51	1937	1079	0
51	4078	1118	0
51	386	1184	0
51	651	1239	0
51	4174	1270	0
51	1624	1322	0
51	698	1347	0
51	1436	1381	0
51	685	1428	0
51	947	1494	0
51	691	1566	0
51	4049	1626	0
52	700	0	0
52	1305	18	0
53	1066	0	0
53	3370	16	18
53	3077	50	55
53	199	66	73
53	1244	99	109
53	3102	128	141
53	4387	150	165
53	301	187	206
53	903	227	250
53	328	248	273
53	3875	294	323
53	933	324	356
53	1485	362	398
53	2673	390	429
53	3714	415	457
53	41	458	504
53	4015	478	526
53	4348	498	548
53	1447	517	569
53	530	538	592
53	3804	578	636
53	690	624	686
53	678	649	714
53	611	687	756
53	609	703	773
53	2993	723	795
53	2670	744	818
53	1721	763	839
53	56	777	855
53	2300	792	871
53	3207	807	888
53	2992	838	922
54	3385	0	0
54	1403	20	22
54	2640	45	49
54	2639	71	78
54	3073	94	103
54	4348	125	137
54	4224	151	166
54	4229	174	191
55	2834	1908	0
55	1578	1935	0
55	1788	1979	0
55	2828	2002	0
55	1091	2020	0
55	2222	2048	0
55	1032	2084	0
55	4373	2143	0
55	1049	2182	0
55	750	2204	0
55	1526	2234	0
55	1066	2271	0
55	433	2301	0
55	4200	2330	0
55	1407	2356	0
55	697	2389	0
55	2915	2416	0
55	2599	2466	0
55	681	2513	0
55	4386	2541	0
55	3795	2582	0
55	4049	2608	0
55	2894	2638	0
55	1418	2663	0
55	928	2707	0
55	3932	2752	0
55	975	2793	0
55	2705	2819	0
55	1903	2854	0
55	3385	2870	0
55	3760	2908	0
55	1228	2946	0
55	3264	2987	0
55	2411	3019	0
55	4192	3056	0
55	3697	3087	0
55	2999	3119	0
55	1858	3134	0
55	899	3157	0
55	1223	3206	0
55	679	3230	0
55	2992	3271	0
56	685	0	0
56	604	35	39
56	680	86	95
56	1614	139	153
56	549	183	202
56	2719	214	236
56	2821	263	290
56	699	292	321
56	692	322	354
56	687	346	381
56	2631	388	427
56	693	418	460
56	123	442	486
56	4166	470	517
56	4333	501	551
56	3540	520	572
56	1989	549	604
56	3031	570	627
56	1597	591	650
56	1176	613	675
56	1180	656	722
56	2727	692	761
56	1990	729	802
56	1374	762	838
56	251	775	853
56	3245	821	903
56	1022	879	967
56	1161	898	988
56	2472	928	1021
56	1983	945	1040
56	2803	967	1064
57	2007	0	0
57	1117	55	61
57	630	77	85
57	961	119	131
57	962	137	151
57	371	164	180
57	2868	198	218
57	1603	229	252
57	1762	263	289
57	4187	280	308
57	500	305	336
57	1290	370	407
57	2918	420	462
57	1601	442	486
57	3266	464	510
57	3626	493	542
57	3870	522	574
57	865	553	608
58	2187	0	0
58	3799	25	0
58	3800	63	0
58	1730	95	0
58	342	153	0
58	1536	211	0
